Número de póliza,Fecha de inicio,Fecha de vencimiento,Tipo de cobertura,Modelo del coche,Año del coche,Valor asegurado,Deducible,Estado del seguro,Gastos médicos,Daños a terceros
P00000261,2022-04-16,2023-04-16,Responsabilidad civil,Honda Civic,2011,18065,600,Al día,0,0
P00000262,2023-07-10,2024-07-09,Cobertura de colisión,Honda Civic,2022,29204,700,Vencido,0,1
P00000263,2022-09-04,2023-09-04,Cobertura total,Honda Civic,2015,20167,600,Al día,0,1
P00000264,2022-12-23,2023-12-23,Cobertura amplia,Honda Civic,2010,36625,700,Vencido,1,1
P00000265,2024-06-09,2025-06-09,Cobertura amplia,Mazda 3,2020,10160,500,Al día,1,0
P00000266,2021-06-20,2022-06-20,Cobertura de colisión,Volkswagen Jetta,2022,18719,700,Al día,0,1
P00000267,2023-05-13,2024-05-12,Cobertura de colisión,Volkswagen Jetta,2019,36188,600,Al día,0,0
P00000268,2025-02-15,2026-02-15,Cobertura total,Toyota Corolla,2015,45941,500,Al día,0,1
P00000269,2023-07-19,2024-07-18,Responsabilidad civil,Ford Focus,2017,10834,600,Vencido,1,1
P00000270,2020-10-24,2021-10-24,Cobertura de colisión,Volkswagen Jetta,2020,28194,700,Al día,1,0
P00000271,2020-02-08,2021-02-07,Cobertura amplia,Honda Civic,2022,27720,500,Vencido,0,0
P00000272,2025-02-20,2026-02-20,Responsabilidad civil,Toyota Corolla,2020,47792,500,Al día,0,1
P00000273,2021-02-13,2022-02-13,Cobertura total,Subaru Impreza,2018,11583,700,Al día,1,1
P00000274,2020-10-27,2021-10-27,Cobertura amplia,Toyota Corolla,2015,35933,600,Vencido,0,1
P00000275,2022-05-23,2023-05-23,Responsabilidad civil,Chevrolet Cruze,2019,15337,600,Al día,1,1
P00000276,2025-09-03,2026-09-03,Cobertura de robo,Kia Forte,2017,18338,500,Al día,1,1
P00000277,2022-12-22,2023-12-22,Responsabilidad civil,Hyundai Elantra,2012,49122,500,Al día,1,1
P00000278,2021-06-26,2022-06-26,Cobertura amplia,Volkswagen Jetta,2014,42815,700,Al día,0,0
P00000279,2023-11-30,2024-11-29,Cobertura total,Volkswagen Jetta,2012,32768,500,Al día,1,0
P00000280,2020-10-08,2021-10-08,Cobertura total,Ford Focus,2010,25802,600,Al día,0,1
P00000281,2022-09-27,2023-09-27,Cobertura amplia,Chevrolet Cruze,2011,15368,700,Vencido,1,0
P00000282,2024-02-22,2025-02-21,Cobertura total,Hyundai Elantra,2022,23360,600,Al día,1,1
P00000283,2023-03-13,2024-03-12,Cobertura de colisión,Kia Forte,2022,16763,700,Al día,0,0
P00000284,2021-10-08,2022-10-08,Cobertura total,Volkswagen Jetta,2013,19633,600,Al día,0,0
P00000285,2024-11-29,2025-11-29,Responsabilidad civil,Chevrolet Cruze,2010,46007,600,Vencido,1,0
P00000286,2023-05-24,2024-05-23,Cobertura de robo,Chevrolet Cruze,2019,10321,600,Al día,1,0
P00000287,2025-12-06,2026-12-06,Cobertura total,Volkswagen Jetta,2021,24854,500,Vencido,0,1
P00000288,2020-02-02,2021-02-01,Cobertura total,Nissan Sentra,2021,43394,700,Al día,0,1
P00000289,2023-05-11,2024-05-10,Cobertura de robo,Volkswagen Jetta,2017,15608,500,Al día,1,0
P00000290,2021-02-28,2022-02-28,Cobertura de robo,Toyota Corolla,2018,17342,500,Vencido,0,1
P00000291,2021-07-04,2022-07-04,Cobertura total,Toyota Corolla,2017,42417,700,Vencido,0,1
P00000292,2022-12-19,2023-12-19,Cobertura amplia,Chevrolet Cruze,2013,39332,500,Vencido,0,0
P00000293,2021-04-17,2022-04-17,Cobertura de robo,Ford Focus,2017,49435,500,Al día,1,0
P00000294,2021-03-14,2022-03-14,Responsabilidad civil,Honda Civic,2011,12708,500,Vencido,0,1
P00000295,2021-09-28,2022-09-28,Cobertura total,Hyundai Elantra,2021,32381,600,Al día,0,1
P00000296,2023-01-20,2024-01-20,Cobertura de robo,Ford Focus,2013,13316,600,Vencido,0,1
P00000297,2023-02-28,2024-02-28,Responsabilidad civil,Ford Focus,2017,45217,600,Vencido,1,0
P00000298,2022-05-12,2023-05-12,Cobertura de robo,Ford Focus,2020,29886,600,Al día,0,1
P00000299,2023-11-05,2024-11-04,Cobertura amplia,Chevrolet Cruze,2015,39531,700,Vencido,1,0
P00000300,2022-04-13,2023-04-13,Cobertura total,Ford Focus,2019,30172,600,Al día,0,0
P00000301,2022-12-17,2023-12-17,Cobertura amplia,Chevrolet Cruze,2010,48966,600,Al día,0,1
P00000302,2025-09-01,2026-09-01,Cobertura amplia,Chevrolet Cruze,2010,42871,600,Vencido,0,1
P00000303,2025-06-24,2026-06-24,Cobertura total,Toyota Corolla,2012,40500,500,Vencido,1,0
P00000304,2022-10-25,2023-10-25,Responsabilidad civil,Volkswagen Jetta,2019,31838,700,Al día,1,0
P00000305,2020-07-27,2021-07-27,Responsabilidad civil,Ford Focus,2013,36599,500,Al día,0,0
P00000306,2021-01-13,2022-01-13,Cobertura amplia,Ford Focus,2021,17937,600,Vencido,1,0
P00000307,2024-09-30,2025-09-30,Cobertura de colisión,Toyota Corolla,2019,36534,600,Al día,0,0
P00000308,2023-02-07,2024-02-07,Responsabilidad civil,Chevrolet Cruze,2019,43685,500,Vencido,1,0
P00000309,2020-06-29,2021-06-29,Cobertura amplia,Ford Focus,2022,41382,500,Vencido,0,1
P00000310,2020-01-15,2021-01-14,Cobertura de colisión,Honda Civic,2019,49589,600,Vencido,1,1
P00000311,2023-09-28,2024-09-27,Cobertura total,Hyundai Elantra,2019,35621,700,Vencido,1,1
P00000312,2021-06-19,2022-06-19,Responsabilidad civil,Nissan Sentra,2019,37323,700,Al día,0,1
P00000313,2022-12-08,2023-12-08,Cobertura de robo,Volkswagen Jetta,2017,10146,500,Al día,0,0
P00000314,2021-10-23,2022-10-23,Cobertura de colisión,Ford Focus,2011,40670,700,Vencido,0,1
P00000315,2024-12-14,2025-12-14,Cobertura amplia,Subaru Impreza,2020,35036,700,Vencido,1,1
P00000316,2024-10-17,2025-10-17,Cobertura de robo,Honda Civic,2010,18747,500,Al día,1,1
P00000317,2020-02-09,2021-02-08,Cobertura amplia,Chevrolet Cruze,2020,26119,700,Vencido,1,1
P00000318,2021-04-03,2022-04-03,Cobertura total,Mazda 3,2020,19445,500,Al día,1,1
P00000319,2020-11-04,2021-11-04,Responsabilidad civil,Hyundai Elantra,2010,23208,600,Al día,1,1
P00000320,2021-09-02,2022-09-02,Cobertura total,Toyota Corolla,2020,22000,600,Al día,0,1
P00000321,2020-05-27,2021-05-27,Cobertura total,Honda Civic,2015,25024,600,Al día,1,1
P00000322,2024-02-21,2025-02-20,Responsabilidad civil,Volkswagen Jetta,2021,42915,600,Vencido,0,1
P00000323,2021-08-29,2022-08-29,Responsabilidad civil,Nissan Sentra,2015,20744,600,Al día,0,1
P00000324,2024-10-26,2025-10-26,Responsabilidad civil,Kia Forte,2018,10590,500,Al día,0,0
P00000325,2021-06-06,2022-06-06,Cobertura de robo,Chevrolet Cruze,2016,21458,600,Al día,0,0
P00000326,2020-06-20,2021-06-20,Cobertura de robo,Volkswagen Jetta,2015,30351,600,Vencido,1,1
P00000327,2023-06-16,2024-06-15,Cobertura amplia,Chevrolet Cruze,2020,28644,700,Al día,0,1
P00000328,2024-02-02,2025-02-01,Cobertura de robo,Honda Civic,2016,31036,500,Al día,1,1
P00000329,2020-06-12,2021-06-12,Responsabilidad civil,Mazda 3,2019,25123,600,Vencido,0,1
P00000330,2024-01-05,2025-01-04,Cobertura de robo,Volkswagen Jetta,2011,11352,600,Vencido,0,0
P00000331,2022-05-10,2023-05-10,Cobertura amplia,Subaru Impreza,2020,23961,600,Al día,0,1
P00000332,2022-10-19,2023-10-19,Cobertura amplia,Chevrolet Cruze,2014,27378,500,Vencido,0,0
P00000333,2021-02-25,2022-02-25,Responsabilidad civil,Toyota Corolla,2011,38359,500,Vencido,1,1
P00000334,2023-12-19,2024-12-18,Cobertura de colisión,Ford Focus,2021,33390,700,Al día,0,1
P00000335,2024-07-22,2025-07-22,Cobertura de robo,Subaru Impreza,2022,20385,600,Al día,1,0
P00000336,2021-09-25,2022-09-25,Cobertura de robo,Hyundai Elantra,2021,22815,600,Al día,0,1
P00000337,2022-08-27,2023-08-27,Cobertura amplia,Toyota Corolla,2012,33601,700,Vencido,0,1
P00000338,2021-10-27,2022-10-27,Responsabilidad civil,Chevrolet Cruze,2020,36357,700,Al día,0,0
P00000339,2021-12-26,2022-12-26,Cobertura de colisión,Subaru Impreza,2020,28038,600,Vencido,1,0
P00000340,2024-08-15,2025-08-15,Responsabilidad civil,Nissan Sentra,2019,18938,700,Al día,1,0
P00000341,2020-04-11,2021-04-11,Cobertura total,Ford Focus,2022,32686,500,Vencido,1,1
P00000342,2022-01-04,2023-01-04,Cobertura total,Nissan Sentra,2018,35551,700,Al día,0,1
P00000343,2023-09-22,2024-09-21,Responsabilidad civil,Nissan Sentra,2014,49396,600,Al día,0,1
P00000344,2024-08-13,2025-08-13,Cobertura de colisión,Ford Focus,2017,42127,700,Al día,1,1
P00000345,2022-10-13,2023-10-13,Cobertura amplia,Hyundai Elantra,2013,37101,500,Al día,1,0
P00000346,2022-12-28,2023-12-28,Cobertura de robo,Toyota Corolla,2018,14503,500,Vencido,1,1
P00000347,2021-10-14,2022-10-14,Cobertura de robo,Chevrolet Cruze,2016,28914,600,Al día,0,0
P00000348,2021-03-18,2022-03-18,Cobertura de colisión,Toyota Corolla,2012,30657,700,Al día,0,1
P00000349,2024-04-15,2025-04-15,Cobertura amplia,Honda Civic,2016,46266,600,Vencido,1,1
P00000350,2020-06-07,2021-06-07,Cobertura de robo,Toyota Corolla,2018,27514,600,Al día,1,1
P00000351,2025-04-11,2026-04-11,Cobertura amplia,Honda Civic,2014,47958,600,Al día,0,0
P00000352,2022-06-30,2023-06-30,Cobertura amplia,Volkswagen Jetta,2022,40255,700,Al día,0,0
P00000353,2022-03-28,2023-03-28,Cobertura amplia,Volkswagen Jetta,2011,28564,600,Al día,1,0
P00000354,2025-02-28,2026-02-28,Cobertura total,Honda Civic,2021,28937,600,Vencido,0,0
P00000355,2023-12-03,2024-12-02,Cobertura de robo,Chevrolet Cruze,2010,47153,500,Al día,0,0
P00000356,2023-06-04,2024-06-03,Responsabilidad civil,Kia Forte,2010,30255,600,Al día,0,1
P00000357,2022-07-21,2023-07-21,Cobertura amplia,Ford Focus,2020,10544,700,Al día,1,0
P00000358,2022-07-02,2023-07-02,Cobertura de robo,Honda Civic,2022,41551,700,Al día,1,1
P00000359,2020-04-06,2021-04-06,Cobertura de colisión,Ford Focus,2012,29320,700,Al día,0,0
P00000360,2022-03-02,2023-03-02,Cobertura total,Hyundai Elantra,2018,35779,500,Al día,0,1
P00000361,2024-06-20,2025-06-20,Cobertura amplia,Toyota Corolla,2019,42346,700,Al día,0,0
P00000362,2023-09-06,2024-09-05,Cobertura total,Subaru Impreza,2022,21204,700,Vencido,1,0
P00000363,2023-02-15,2024-02-15,Responsabilidad civil,Honda Civic,2013,38527,500,Vencido,0,0
P00000364,2020-10-11,2021-10-11,Responsabilidad civil,Toyota Corolla,2018,17382,600,Al día,1,1
P00000365,2023-02-17,2024-02-17,Cobertura de colisión,Volkswagen Jetta,2010,20242,500,Vencido,1,1
P00000366,2023-12-09,2024-12-08,Cobertura total,Subaru Impreza,2012,24724,600,Vencido,0,1
P00000367,2025-09-17,2026-09-17,Cobertura de colisión,Volkswagen Jetta,2012,16554,500,Al día,1,0
P00000368,2024-06-25,2025-06-25,Cobertura total,Kia Forte,2017,43192,700,Vencido,1,0
P00000369,2023-09-18,2024-09-17,Cobertura de colisión,Hyundai Elantra,2019,18121,600,Al día,0,0
P00000370,2020-04-23,2021-04-23,Cobertura de colisión,Ford Focus,2022,41564,500,Al día,1,0
P00000371,2021-04-17,2022-04-17,Cobertura total,Subaru Impreza,2021,23288,600,Vencido,1,1
P00000372,2022-12-05,2023-12-05,Cobertura de robo,Volkswagen Jetta,2022,25231,600,Vencido,0,1
P00000373,2022-01-01,2023-01-01,Cobertura de robo,Ford Focus,2018,17695,500,Vencido,0,1
P00000374,2022-12-23,2023-12-23,Cobertura de robo,Nissan Sentra,2020,35066,500,Al día,0,1
P00000375,2020-06-05,2021-06-05,Cobertura total,Toyota Corolla,2020,48099,500,Al día,0,1
P00000376,2021-03-20,2022-03-20,Cobertura amplia,Ford Focus,2020,11771,500,Vencido,1,0
P00000377,2024-11-14,2025-11-14,Cobertura de robo,Toyota Corolla,2011,13438,600,Vencido,0,0
P00000378,2023-11-16,2024-11-15,Cobertura de robo,Volkswagen Jetta,2011,34099,600,Vencido,0,1
P00000379,2023-07-08,2024-07-07,Cobertura de robo,Hyundai Elantra,2012,25793,600,Al día,0,1
P00000380,2024-11-22,2025-11-22,Cobertura amplia,Chevrolet Cruze,2013,16745,500,Al día,1,1
P00000381,2025-09-25,2026-09-25,Cobertura total,Honda Civic,2011,43011,500,Vencido,1,0
P00000382,2021-04-18,2022-04-18,Cobertura amplia,Toyota Corolla,2016,35624,500,Vencido,1,1
P00000383,2024-04-26,2025-04-26,Cobertura amplia,Hyundai Elantra,2016,37168,500,Al día,1,0
P00000384,2022-02-17,2023-02-17,Cobertura de colisión,Honda Civic,2011,47135,600,Vencido,1,1
P00000385,2022-11-09,2023-11-09,Cobertura de robo,Ford Focus,2015,18535,600,Al día,0,0
P00000386,2020-06-30,2021-06-30,Cobertura amplia,Subaru Impreza,2020,11987,600,Al día,0,0
P00000387,2024-11-21,2025-11-21,Cobertura de robo,Hyundai Elantra,2014,12096,600,Al día,0,1
P00000388,2020-01-07,2021-01-06,Cobertura total,Chevrolet Cruze,2012,20234,500,Al día,0,1
P00000389,2025-10-30,2026-10-30,Cobertura de robo,Toyota Corolla,2014,31868,500,Vencido,0,1
P00000390,2022-03-18,2023-03-18,Cobertura total,Kia Forte,2011,49463,600,Al día,1,1
P00000391,2024-01-31,2025-01-30,Cobertura de robo,Toyota Corolla,2020,13175,700,Al día,1,0
P00000392,2024-11-01,2025-11-01,Cobertura de robo,Nissan Sentra,2014,36953,600,Al día,1,0
P00000393,2020-10-13,2021-10-13,Cobertura amplia,Volkswagen Jetta,2017,43898,700,Al día,0,0
P00000394,2023-09-14,2024-09-13,Cobertura total,Chevrolet Cruze,2017,21302,500,Al día,1,1
P00000395,2023-07-09,2024-07-08,Cobertura de colisión,Honda Civic,2022,20564,500,Al día,1,0
P00000396,2021-05-25,2022-05-25,Cobertura total,Hyundai Elantra,2022,37014,500,Al día,0,0
P00000397,2023-05-15,2024-05-14,Cobertura de robo,Subaru Impreza,2012,13736,500,Al día,0,1
P00000398,2025-09-08,2026-09-08,Cobertura total,Subaru Impreza,2013,28237,600,Vencido,1,1
P00000399,2023-06-20,2024-06-19,Responsabilidad civil,Toyota Corolla,2017,20404,500,Al día,0,1
P00000400,2024-07-30,2025-07-30,Cobertura amplia,Kia Forte,2016,36625,500,Al día,1,0
P00000401,2023-08-29,2024-08-28,Cobertura de colisión,Toyota Corolla,2018,35147,700,Vencido,1,1
P00000402,2024-07-06,2025-07-06,Cobertura amplia,Honda Civic,2018,24169,600,Al día,1,0
P00000403,2023-04-26,2024-04-25,Responsabilidad civil,Toyota Corolla,2012,45146,500,Vencido,0,0
P00000404,2021-06-05,2022-06-05,Responsabilidad civil,Toyota Corolla,2018,31322,700,Vencido,0,0
P00000405,2022-02-24,2023-02-24,Cobertura de colisión,Hyundai Elantra,2015,14294,600,Al día,1,0
P00000406,2024-09-18,2025-09-18,Cobertura total,Toyota Corolla,2019,14071,600,Vencido,0,0
P00000407,2024-04-01,2025-04-01,Cobertura de robo,Chevrolet Cruze,2020,13985,600,Vencido,1,0
P00000408,2021-12-13,2022-12-13,Responsabilidad civil,Toyota Corolla,2012,19017,700,Vencido,0,1
P00000409,2023-05-17,2024-05-16,Cobertura de robo,Kia Forte,2013,20429,600,Vencido,0,1
P00000410,2024-07-21,2025-07-21,Cobertura de robo,Hyundai Elantra,2015,43559,700,Al día,1,0
P00000411,2020-01-02,2021-01-01,Cobertura amplia,Honda Civic,2016,35009,700,Vencido,1,0
P00000412,2023-05-29,2024-05-28,Cobertura amplia,Honda Civic,2020,35579,700,Vencido,0,1
P00000413,2023-03-21,2024-03-20,Cobertura de colisión,Honda Civic,2020,30346,500,Vencido,0,1
P00000414,2022-05-10,2023-05-10,Cobertura de robo,Hyundai Elantra,2016,23170,500,Vencido,1,0
P00000415,2024-10-26,2025-10-26,Cobertura de robo,Volkswagen Jetta,2016,38374,700,Al día,1,0
P00000416,2023-08-12,2024-08-11,Responsabilidad civil,Mazda 3,2012,41979,500,Vencido,1,0
P00000417,2025-03-19,2026-03-19,Cobertura total,Nissan Sentra,2012,39896,600,Al día,0,0
P00000418,2024-12-14,2025-12-14,Cobertura total,Toyota Corolla,2021,25249,500,Al día,0,0
P00000419,2024-12-16,2025-12-16,Cobertura total,Honda Civic,2015,12328,700,Vencido,0,0
P00000420,2022-05-25,2023-05-25,Cobertura de robo,Chevrolet Cruze,2020,49434,600,Vencido,0,1
P00000421,2025-09-24,2026-09-24,Cobertura de robo,Honda Civic,2011,18116,500,Al día,0,1
P00000422,2025-04-22,2026-04-22,Cobertura amplia,Ford Focus,2015,20030,700,Vencido,1,0
P00000423,2021-11-26,2022-11-26,Cobertura de colisión,Honda Civic,2022,15522,600,Vencido,1,0
P00000424,2020-12-13,2021-12-13,Responsabilidad civil,Hyundai Elantra,2020,45908,600,Al día,0,0
P00000425,2023-03-08,2024-03-07,Cobertura de robo,Toyota Corolla,2011,26804,500,Al día,0,0
P00000426,2025-10-12,2026-10-12,Cobertura total,Hyundai Elantra,2014,47963,600,Vencido,1,0
P00000427,2023-10-04,2024-10-03,Responsabilidad civil,Volkswagen Jetta,2020,35195,500,Al día,0,1
P00000428,2021-01-17,2022-01-17,Cobertura amplia,Mazda 3,2019,12654,600,Al día,1,0
P00000429,2022-08-20,2023-08-20,Cobertura de colisión,Hyundai Elantra,2020,27687,500,Vencido,1,1
P00000430,2023-06-25,2024-06-24,Responsabilidad civil,Ford Focus,2018,28187,500,Vencido,0,0
P00000431,2022-07-09,2023-07-09,Responsabilidad civil,Honda Civic,2013,33457,700,Al día,0,1
P00000432,2022-03-26,2023-03-26,Cobertura amplia,Toyota Corolla,2021,41904,700,Vencido,1,1
P00000433,2021-08-26,2022-08-26,Cobertura total,Toyota Corolla,2019,11811,600,Al día,1,0
P00000434,2020-04-10,2021-04-10,Cobertura amplia,Chevrolet Cruze,2016,21074,700,Vencido,1,0
P00000435,2020-07-08,2021-07-08,Responsabilidad civil,Chevrolet Cruze,2015,13004,600,Al día,0,1
P00000436,2022-09-29,2023-09-29,Cobertura amplia,Hyundai Elantra,2015,12887,600,Al día,1,1
P00000437,2025-04-30,2026-04-30,Cobertura total,Volkswagen Jetta,2013,22022,700,Al día,0,0
P00000438,2020-10-25,2021-10-25,Cobertura amplia,Ford Focus,2014,16953,500,Vencido,1,0
P00000439,2025-02-08,2026-02-08,Cobertura amplia,Hyundai Elantra,2015,20255,700,Al día,0,1
P00000440,2024-08-24,2025-08-24,Cobertura de robo,Chevrolet Cruze,2013,33274,500,Al día,1,1
P00000441,2022-03-07,2023-03-07,Cobertura amplia,Ford Focus,2010,44988,700,Vencido,0,1
P00000442,2024-04-21,2025-04-21,Cobertura amplia,Chevrolet Cruze,2022,49524,600,Vencido,1,0
P00000443,2025-07-17,2026-07-17,Cobertura amplia,Volkswagen Jetta,2022,47225,600,Vencido,1,0
P00000444,2024-06-24,2025-06-24,Cobertura amplia,Chevrolet Cruze,2011,25350,600,Al día,1,0
P00000445,2022-09-26,2023-09-26,Responsabilidad civil,Ford Focus,2022,36460,600,Al día,0,1
P00000446,2021-08-27,2022-08-27,Cobertura de robo,Toyota Corolla,2021,48776,700,Vencido,0,0
P00000447,2020-01-23,2021-01-22,Cobertura total,Kia Forte,2010,36728,500,Al día,1,1
P00000448,2021-03-12,2022-03-12,Cobertura amplia,Hyundai Elantra,2014,22081,700,Vencido,1,1
P00000449,2024-10-07,2025-10-07,Cobertura de colisión,Honda Civic,2014,33940,700,Vencido,1,1
P00000450,2022-06-15,2023-06-15,Cobertura de robo,Subaru Impreza,2016,17231,700,Vencido,1,1
P00000451,2021-12-21,2022-12-21,Cobertura amplia,Honda Civic,2015,30332,700,Vencido,0,0
P00000452,2025-10-22,2026-10-22,Responsabilidad civil,Volkswagen Jetta,2013,29542,500,Vencido,0,0
P00000453,2025-03-17,2026-03-17,Responsabilidad civil,Honda Civic,2014,13736,600,Vencido,0,1
P00000454,2020-07-24,2021-07-24,Cobertura amplia,Volkswagen Jetta,2012,46881,500,Al día,0,1
P00000455,2022-10-17,2023-10-17,Cobertura de colisión,Ford Focus,2014,39404,700,Al día,1,0
P00000456,2021-05-12,2022-05-12,Cobertura amplia,Toyota Corolla,2016,20926,700,Al día,0,0
P00000457,2025-02-12,2026-02-12,Cobertura total,Honda Civic,2018,46545,600,Al día,1,0
P00000458,2021-06-30,2022-06-30,Cobertura de robo,Hyundai Elantra,2014,10067,500,Al día,1,0
P00000459,2025-03-18,2026-03-18,Cobertura amplia,Kia Forte,2018,46667,700,Vencido,1,1
P00000460,2025-12-15,2026-12-15,Cobertura amplia,Volkswagen Jetta,2018,44692,600,Al día,0,0
P00000461,2023-07-23,2024-07-22,Responsabilidad civil,Toyota Corolla,2020,41508,500,Vencido,0,0
P00000462,2024-12-17,2025-12-17,Cobertura de robo,Kia Forte,2015,13140,700,Vencido,1,1
P00000463,2025-08-29,2026-08-29,Cobertura total,Toyota Corolla,2015,31750,500,Vencido,1,1
P00000464,2024-10-13,2025-10-13,Cobertura de colisión,Hyundai Elantra,2020,12348,500,Al día,1,1
P00000465,2024-12-31,2025-12-31,Responsabilidad civil,Hyundai Elantra,2014,45975,600,Al día,1,0
P00000466,2021-10-13,2022-10-13,Cobertura amplia,Kia Forte,2012,46734,500,Al día,0,0
P00000467,2025-04-28,2026-04-28,Cobertura amplia,Ford Focus,2021,42435,700,Vencido,0,0
P00000468,2025-01-17,2026-01-17,Cobertura de robo,Nissan Sentra,2014,14271,700,Vencido,0,0
P00000469,2022-11-27,2023-11-27,Cobertura amplia,Volkswagen Jetta,2017,43646,700,Vencido,0,1
P00000470,2022-10-09,2023-10-09,Responsabilidad civil,Nissan Sentra,2014,49585,600,Al día,1,1
P00000471,2023-02-09,2024-02-09,Cobertura amplia,Volkswagen Jetta,2016,45461,700,Al día,0,0
P00000472,2025-11-05,2026-11-05,Responsabilidad civil,Toyota Corolla,2019,22950,500,Vencido,1,0
P00000473,2025-06-07,2026-06-07,Responsabilidad civil,Chevrolet Cruze,2018,19854,600,Al día,0,0
P00000474,2022-09-06,2023-09-06,Cobertura de robo,Ford Focus,2013,35084,700,Al día,1,0
P00000475,2023-01-29,2024-01-29,Responsabilidad civil,Honda Civic,2020,20881,700,Al día,1,0
P00000476,2024-12-06,2025-12-06,Cobertura de robo,Chevrolet Cruze,2016,47065,700,Al día,1,0
P00000477,2020-11-13,2021-11-13,Cobertura amplia,Toyota Corolla,2020,29350,600,Al día,1,1
P00000478,2023-03-16,2024-03-15,Cobertura amplia,Toyota Corolla,2017,35516,600,Al día,0,1
P00000479,2022-08-18,2023-08-18,Responsabilidad civil,Hyundai Elantra,2012,22122,600,Vencido,1,1
P00000480,2023-01-17,2024-01-17,Cobertura total,Honda Civic,2012,20443,600,Vencido,1,0
P00000481,2023-10-07,2024-10-06,Cobertura de colisión,Volkswagen Jetta,2015,39789,600,Vencido,1,1
P00000482,2023-08-02,2024-08-01,Cobertura de robo,Honda Civic,2013,28901,500,Al día,0,0
P00000483,2020-11-26,2021-11-26,Cobertura amplia,Kia Forte,2017,39232,700,Al día,0,1
P00000484,2021-07-20,2022-07-20,Responsabilidad civil,Toyota Corolla,2010,38945,700,Al día,1,0
P00000485,2021-09-09,2022-09-09,Cobertura de colisión,Toyota Corolla,2021,12966,500,Vencido,0,0
P00000486,2022-08-05,2023-08-05,Cobertura de colisión,Mazda 3,2010,25930,600,Al día,1,0
P00000487,2024-04-17,2025-04-17,Responsabilidad civil,Hyundai Elantra,2019,41303,600,Vencido,1,0
P00000488,2021-09-17,2022-09-17,Cobertura de colisión,Toyota Corolla,2013,43007,700,Al día,0,1
P00000489,2022-05-26,2023-05-26,Responsabilidad civil,Honda Civic,2014,19562,500,Al día,0,1
